"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)","WHEAT AREA (1000 ha)","WHEAT PRODUCTION (1000 tons)","WHEAT YIELD (Kg per ha)","MAIZE AREA (1000 ha)","MAIZE PRODUCTION (1000 tons)","MAIZE YIELD (Kg per ha)","CHICKPEA AREA (1000 ha)","CHICKPEA PRODUCTION (1000 tons)","CHICKPEA YIELD (Kg per ha)","MINOR PULSES AREA (1000 ha)","MINOR PULSES PRODUCTION (1000 tons)","MINOR PULSES YIELD (Kg per ha)","OILSEEDS AREA (1000 ha)","OILSEEDS PRODUCTION (1000 tons)","OILSEEDS YIELD (Kg per ha)","COTTON AREA (1000 ha)","COTTON PRODUCTION (1000 tons)","COTTON YIELD (Kg per ha)","FRUITS AND VEGETABLES AREA (1000 ha)"
"163","2008","10","Rajasthan","Tonk","0.0","0.0","0.0","40.64","105.91","2606.05","13.36","14.29","1069.61","23.3","17.73","760.94","51.84","17.15","330.83","310.99","260.2","836.68","0.09","0.03","333.33","3.83"
"163","2009","10","Rajasthan","Tonk","0.01","0.01","1000.0","39.93","106.73","2672.93","13.95","3.6","258.06","11.06","5.55","501.81","40.36","2.97","73.59","291.02","158.6","544.98","0.44","0.15","340.91","5.35"
"163","2010","10","Rajasthan","Tonk","0.0","0.0","0.0","88.63","284.5","3209.97","13.05","16.01","1226.82","70.33","47.21","671.26","54.02","38.2","707.15","293.89","337.36","1147.91","0.14","0.06","428.57","5.46"
"163","2011","10","Rajasthan","Tonk","0.0","0.0","0.0","67.43","233.37","3460.92","12.55","12.51","996.81","59.85","61.33","1024.73","109.66","46.8","426.77","299.95","353.49","1178.5","0.87","0.45","517.24","5.45"
"163","2012","10","Rajasthan","Tonk","0.0","0.0","0.0","61.77","211.22","3419.46","10.69","12.27","1147.8","58.58","70.45","1202.63","63.17","27.33","432.64","311.56","408.58","1311.4","1.69","0.15","88.76","4.65"
"163","2013","10","Rajasthan","Tonk","0.0","0.0","0.0","58.42","200.01","3423.66","10.73","10.62","989.75","58.93","68.03","1154.42","75.77","23.26","306.98","316.32","435.62","1377.15","1.0","0.1","100.0","3.97"
"163","2014","10","Rajasthan","Tonk","0.01","0.01","1000.0","66.38","138.76","2090.39","9.03","9.9","1096.35","49.82","37.93","761.34","56.19","26.45","470.72","318.64","293.0","919.53","1.49","0.14","93.96","4.66"
"163","2015","10","Rajasthan","Tonk","0.01","0.01","1000.0","51.47","160.97","3127.45","8.92","8.83","989.91","15.83","19.68","1243.21","82.68","44.73","540.97","278.24","324.68","1166.91","1.17","0.1","85.47","7.01"
"164","2006","10","Rajasthan","Udaipur","6.29","5.9","938.0","125.6","334.21","2660.91","251.13","231.46","921.67","17.58","18.57","1056.31","20.63","14.16","686.38","45.7","36.82","805.69","1.7","0.62","364.71","1.6"
"164","2007","10","Rajasthan","Udaipur","5.92","4.59","775.34","113.79","291.8","2564.37","253.01","468.77","1852.77","15.14","13.92","919.42","14.84","7.63","514.15","40.47","35.54","878.18","4.73","1.88","397.46","1.69"
"164","2008","10","Rajasthan","Udaipur","4.32","3.14","727.23","68.36","153.27","2242.25","248.97","351.7","1412.62","20.02","17.79","888.8","13.59","4.85","356.74","67.83","65.98","972.73","8.77","3.58","408.21","1.58"
"164","2009","10","Rajasthan","Udaipur","4.83","3.47","718.15","54.88","145.93","2659.24","257.95","260.6","1010.27","13.01","13.67","1050.6","11.5","4.22","367.15","57.72","69.63","1206.4","8.06","2.72","337.61","1.51"
"164","2010","10","Rajasthan","Udaipur","5.42","6.35","1172.07","103.79","278.3","2681.45","262.42","351.22","1338.39","20.18","23.59","1169.02","13.54","8.59","634.46","81.73","96.44","1179.98","4.57","2.41","527.5","1.89"
"164","2011","10","Rajasthan","Udaipur","5.9","6.55","1110.24","123.19","368.27","2989.37","259.54","406.53","1566.35","17.08","18.22","1067.05","16.43","9.24","562.44","68.49","72.38","1056.69","9.95","7.15","718.61","2.35"
"164","2012","10","Rajasthan","Udaipur","5.14","5.64","1097.17","125.96","351.53","2790.74","252.47","500.02","1980.54","15.87","15.06","948.92","14.39","8.89","617.67","69.63","74.41","1068.73","10.82","0.92","85.4","2.29"
"164","2013","10","Rajasthan","Udaipur","5.29","6.49","1226.4","123.74","378.58","3059.52","248.85","431.39","1733.52","20.39","22.1","1083.55","14.66","7.33","500.14","74.81","80.03","1069.7","9.47","0.9","95.09","2.19"
"164","2014","10","Rajasthan","Udaipur","5.27","6.1","1158.6","128.26","340.96","2658.41","244.56","408.25","1669.34","16.35","16.84","1030.01","15.45","8.8","569.85","72.4","74.5","1028.97","8.67","0.83","95.46","2.49"
"164","2015","10","Rajasthan","Udaipur","5.18","5.3","1023.02","120.11","335.68","2794.89","251.34","279.29","1111.19","14.08","16.01","1137.57","16.96","8.99","529.96","79.92","61.9","774.63","5.83","0.47","80.04","3.03"
"165","2006","9","Punjab","Gurdaspur","201.0","636.0","3164.18","229.0","910.0","3973.8","13.0","29.0","2230.77","0.2","0.2","1000.0","2.8","1.0","357.14","5.12","4.3","839.84","0.0","0.0","0.0","5.88"
"165","2007","9","Punjab","Gurdaspur","191.0","617.0","3230.37","231.0","976.0","4225.11","13.0","28.0","2153.85","0.1","0.1","1000.0","2.34","1.0","427.35","3.71","4.2","1132.08","0.0","0.0","0.0","5.8"
"165","2008","9","Punjab","Gurdaspur","201.0","663.0","3298.51","231.0","927.0","4012.99","13.0","30.0","2307.69","0.1","0.1","1000.0","2.0","0.9","450.0","3.8","3.2","842.11","0.0","0.0","0.0","5.54"
"165","2009","9","Punjab","Gurdaspur","204.0","640.0","3137.25","230.0","940.0","4086.96","11.0","25.0","2272.73","1.0","1.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.7"
"165","2010","9","Punjab","Gurdaspur","204.0","705.0","3455.88","226.0","919.0","4066.37","11.0","30.0","2727.27","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.66"
"165","2011","9","Punjab","Gurdaspur","174.39","649.0","3721.54","188.96","898.0","4752.33","1.72","5.0","2906.98","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.78"
"165","2012","9","Punjab","Gurdaspur","201.0","618.0","3074.63","226.0","998.0","4415.93","11.0","29.0","2636.36","0.1","0.1","1000.0","1.7","0.8","470.59","3.9","3.8","974.36","0.0","0.0","0.0","4.15"
"165","2013","9","Punjab","Gurdaspur","202.0","585.0","2896.04","226.0","989.0","4376.11","10.0","30.0","3000.0","0.0","0.0","0.0","1.8","1.0","555.56","3.7","4.2","1135.14","0.0","0.0","0.0","28.28"
"165","2014","9","Punjab","Gurdaspur","202.0","524.0","2594.06","229.0","742.0","3240.17","9.0","21.0","2333.33","0.0","0.0","0.0","1.8","1.1","611.11","4.0","3.6","900.0","0.0","0.0","0.0","4.28"
"165","2015","9","Punjab","Gurdaspur","203.0","588.0","2896.55","225.0","1022.0","4542.22","8.0","20.0","2500.0","0.1","0.13","1300.0","1.5","0.79","526.67","3.5","4.0","1142.86","0.0","0.0","0.0","4.39"
"166","2006","9","Punjab","Amritsar","351.0","1052.0","2997.15","368.0","1525.0","4144.02","3.0","11.0","3666.67","0.0","0.0","0.0","0.41","1.0","2439.02","7.8","6.1","782.05","2.0","1.53","765.0","8.34"
"166","2007","9","Punjab","Amritsar","349.0","1085.0","3108.88","369.0","1629.0","4414.63","3.0","13.0","4333.33","0.0","0.0","0.0","1.65","1.4","848.48","4.11","3.5","851.58","3.0","1.71","570.0","9.04"
"166","2008","9","Punjab","Amritsar","352.0","1057.0","3002.84","373.0","1613.0","4324.4","2.0","7.0","3500.0","0.0","0.0","0.0","2.0","1.8","900.0","5.7","4.0","701.75","1.0","0.74","740.0","9.59"
"166","2009","9","Punjab","Amritsar","357.0","1031.0","2887.96","371.0","1524.0","4107.82","2.0","7.0","3500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.68","680.0","9.79"
"166","2010","9","Punjab","Amritsar","358.0","1003.0","2801.68","375.0","1659.0","4424.0","2.0","7.0","3500.0","0.4","0.5","1250.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.65","650.0","13.14"
"166","2011","9","Punjab","Amritsar","357.0","972.0","2722.69","375.0","1847.0","4925.33","2.0","10.0","5000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.54","540.0","15.38"
"166","2012","9","Punjab","Amritsar","364.0","1143.0","3140.11","372.0","1682.0","4521.51","1.0","4.0","4000.0","0.2","0.2","1000.0","1.9","1.6","842.11","4.8","4.0","833.33","0.0","0.0","0.0","10.32"
"166","2013","9","Punjab","Amritsar","359.0","1112.0","3097.49","371.0","1865.0","5026.95","2.0","8.0","4000.0","0.1","0.12","1200.0","3.2","2.28","712.5","7.5","3.6","480.0","1.0","0.54","540.0","13.85"
"166","2014","9","Punjab","Amritsar","358.0","1045.0","2918.99","376.0","1513.0","4023.94","1.0","4.0","4000.0","0.0","0.0","0.0","2.9","1.85","637.93","5.2","2.6","500.0","0.0","0.0","0.0","10.84"
"166","2015","9","Punjab","Amritsar","359.0","1017.0","2832.87","374.0","1684.0","4502.67","1.0","4.0","4000.0","0.0","0.0","0.0","2.5","1.9","760.0","5.3","4.7","886.79","0.0","0.0","0.0","11.0"
"167","2006","9","Punjab","Kapurthala","110.0","414.0","3763.64","109.0","444.0","4073.39","3.0","11.0","3666.67","0.0","0.0","0.0","0.25","0.0","0.0","1.9","2.6","1368.42","0.0","0.0","0.0","17.15"
"167","2007","9","Punjab","Kapurthala","110.0","428.0","3890.91","111.0","506.0","4558.56","3.0","13.0","4333.33","0.0","0.0","0.0","0.23","0.0","0.0","4.47","7.0","1566.0","0.0","0.0","0.0","18.12"
"167","2008","9","Punjab","Kapurthala","114.0","428.0","3754.39","111.0","472.0","4252.25","3.0","11.0","3666.67","0.0","0.0","0.0","0.0","0.0","0.0","4.6","6.2","1347.83","0.0","0.0","0.0","15.45"
"167","2009","9","Punjab","Kapurthala","115.0","452.0","3930.43","111.0","457.0","4117.12","3.0","14.0","4666.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.33"
"167","2010","9","Punjab","Kapurthala","118.0","459.0","3889.83","108.0","480.0","4444.44","2.0","11.0","5500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.29"
"167","2011","9","Punjab","Kapurthala","118.0","433.0","3669.49","110.0","542.0","4927.27","3.0","18.0","6000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0"
"167","2012","9","Punjab","Kapurthala","117.0","445.0","3803.42","110.0","510.0","4636.36","2.0","9.0","4500.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3","2.2","1692.31","0.0","0.0","0.0","20.03"
"167","2013","9","Punjab","Kapurthala","117.0","451.0","3854.7","111.0","548.0","4936.94","3.0","20.0","6666.67","0.0","0.0","0.0","0.2","0.3","1500.0","0.7","1.2","1714.29","0.0","0.0","0.0","20.64"
"167","2014","9","Punjab","Kapurthala","117.0","439.0","3752.14","110.0","429.0","3900.0","3.0","11.0","3666.67","0.0","0.0","0.0","0.1","0.1","1000.0","0.5","0.9","1800.0","0.0","0.0","0.0","17.55"
"167","2015","9","Punjab","Kapurthala","118.0","474.0","4016.95","110.0","469.0","4263.64","2.0","5.0","2500.0","0.0","0.0","0.0","0.1","0.2","2000.0","1.4","2.2","1571.43","0.0","0.0","0.0","16.89"
"168","2006","9","Punjab","Jalandhar","179.33","641.49","3577.15","208.92","875.0","4188.21","22.98","79.48","3458.66","0.0","0.0","0.0","0.38","0.1","260.62","9.35","12.65","1352.85","0.0","0.0","0.0","24.24"
"168","2007","9","Punjab","Jalandhar","179.5","672.34","3745.63","210.92","941.08","4461.79","23.37","94.14","4028.24","0.0","0.0","0.0","1.27","0.16","126.57","12.54","15.89","1266.75","0.0","0.0","0.0","27.48"
"168","2008","9","Punjab","Jalandhar","186.72","717.93","3844.95","217.36","889.17","4090.77","22.37","81.87","3659.81","0.0","0.0","0.0","0.1","0.1","1000.0","9.92","14.7","1481.21","0.0","0.0","0.0","28.43"
"168","2009","9","Punjab","Jalandhar","195.16","777.52","3984.01","215.14","927.76","4312.35","19.76","69.16","3500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.09"
"168","2010","9","Punjab","Jalandhar","198.38","728.91","3674.31","214.14","1005.28","4694.5","17.54","69.77","3977.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.33"
"168","2011","9","Punjab","Jalandhar","199.77","720.86","3608.45","216.75","1102.07","5084.52","16.54","70.55","4265.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.26"
"168","2012","9","Punjab","Jalandhar","199.77","768.96","3849.23","217.8","1006.02","4619.01","16.54","62.38","3771.46","0.0","0.0","0.0","0.1","0.1","1000.0","6.63","10.23","1542.68","0.0","0.0","0.0","28.12"
"168","2013","9","Punjab","Jalandhar","201.16","719.22","3575.36","214.75","1063.31","4951.39","15.32","56.5","3687.99","0.0","0.0","0.0","0.44","0.57","1274.77","6.5","9.24","1421.01","0.0","0.0","0.0","23.47"
"168","2014","9","Punjab","Jalandhar","201.77","753.86","3736.23","213.36","857.02","4016.78","14.1","55.84","3960.28","0.0","0.0","0.0","0.01","0.02","2000.0","3.62","5.23","1444.75","0.0","0.0","0.0","26.48"
"168","2015","9","Punjab","Jalandhar","203.99","806.72","3954.7","218.58","986.48","4513.13","12.49","48.52","3884.71","0.0","0.0","0.0","0.16","0.22","1378.88","3.52","4.87","1382.7","0.0","0.0","0.0","28.32"
"169","2006","9","Punjab","Hoshiarpur","76.67","238.51","3110.86","170.08","634.0","3727.66","75.02","251.52","3352.71","0.3","0.2","666.67","0.74","0.2","271.63","12.84","15.65","1218.89","0.0","0.0","0.0","19.74"
"169","2007","9","Punjab","Hoshiarpur","75.5","260.66","3452.45","173.08","679.92","3928.36","76.63","258.86","3378.05","0.1","0.1","1000.0","1.07","0.34","317.42","10.64","13.11","1232.6","0.0","0.0","0.0","20.92"
"169","2008","9","Punjab","Hoshiarpur","80.28","292.07","3638.14","183.64","660.83","3598.51","76.63","268.13","3499.02","0.2","0.2","1000.0","0.7","0.4","571.43","9.87","12.9","1306.23","0.0","0.0","0.0","21.11"
"169","2009","9","Punjab","Hoshiarpur","91.84","338.48","3685.54","181.86","712.24","3916.42","73.24","261.84","3575.1","4.0","3.0","750.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.31"
"169","2010","9","Punjab","Hoshiarpur","95.62","351.09","3671.72","182.86","796.72","4356.99","68.46","263.23","3845.02","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.54"
"169","2011","9","Punjab","Hoshiarpur","96.23","357.14","3711.32","183.25","844.93","4610.8","64.46","262.45","4071.52","0.1","0.1","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.42"
"169","2012","9","Punjab","Hoshiarpur","92.23","344.04","3730.24","180.2","777.98","4317.31","66.46","270.62","4071.92","0.1","0.1","1000.0","0.7","0.5","714.29","8.87","13.07","1473.73","0.0","0.0","0.0","8.64"
"169","2013","9","Punjab","Hoshiarpur","91.84","330.78","3601.7","177.25","815.69","4601.92","62.68","247.5","3948.63","0.0","0.0","0.0","0.76","0.73","970.9","8.9","12.46","1400.38","0.0","0.0","0.0","9.43"
"169","2014","9","Punjab","Hoshiarpur","93.23","332.14","3562.59","179.64","649.98","3618.24","62.9","239.16","3802.23","0.0","0.0","0.0","0.7","0.5","714.29","9.28","12.67","1365.3","0.0","0.0","0.0","8.99"
"169","2015","9","Punjab","Hoshiarpur","95.01","353.28","3718.35","175.42","734.52","4187.21","59.51","218.48","3671.32","0.2","0.25","1250.0","0.44","0.48","1088.84","7.07","9.93","1402.97","0.0","0.0","0.0","7.86"
"170","2006","9","Punjab","Roopnagar / Ropar","52.5","179.0","3409.52","82.0","312.5","3810.98","27.5","69.5","2527.27","0.15","0.15","1000.0","0.47","0.4","851.06","1.92","1.5","781.25","0.0","0.0","0.0","5.05"
"170","2007","9","Punjab","Roopnagar / Ropar","47.5","173.5","3652.63","86.0","351.5","4087.21","25.5","84.5","3313.73","0.15","0.15","1000.0","0.18","0.25","1388.89","1.95","3.35","1717.95","0.0","0.0","0.0","5.56"
"170","2008","9","Punjab","Roopnagar / Ropar","49.5","183.0","3696.97","88.5","316.0","3570.62","25.5","86.5","3392.16","0.25","0.25","1000.0","0.45","0.45","1000.0","2.85","1.8","631.58","0.0","0.0","0.0","5.87"
"170","2009","9","Punjab","Roopnagar / Ropar","53.0","184.0","3471.7","91.5","396.0","4327.87","23.5","73.5","3127.66","1.5","1.5","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.5"
"170","2010","9","Punjab","Roopnagar / Ropar","56.5","210.5","3725.66","91.5","367.5","4016.39","26.0","88.0","3384.62","0.25","0.3","1200.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.38"
"170","2011","9","Punjab","Roopnagar / Ropar","54.0","186.5","3453.7","90.0","421.5","4683.33","24.0","92.0","3833.33","0.05","0.05","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.77"
"170","2012","9","Punjab","Roopnagar / Ropar","53.5","203.5","3803.74","90.0","400.5","4450.0","26.0","83.0","3192.31","0.1","0.2","2000.0","0.3","0.25","833.33","3.1","4.1","1322.58","0.0","0.0","0.0","4.33"
"170","2013","9","Punjab","Roopnagar / Ropar","50.5","175.5","3475.25","92.5","421.0","4551.35","27.5","96.0","3490.91","0.0","0.0","0.0","0.4","0.3","750.0","1.75","2.25","1285.71","0.0","0.0","0.0","2.71"
"170","2014","9","Punjab","Roopnagar / Ropar","50.5","176.0","3485.15","91.0","365.0","4010.99","24.0","73.0","3041.67","0.15","0.18","1200.0","0.25","0.22","880.0","2.5","3.05","1220.0","0.0","0.0","0.0","2.48"
"170","2015","9","Punjab","Roopnagar / Ropar","51.5","219.0","4252.43","89.0","390.0","4382.02","23.0","87.0","3782.61","0.15","0.19","1300.0","0.3","0.22","750.0","1.55","2.0","1290.32","0.0","0.0","0.0","2.99"
"171","2006","9","Punjab","Ludhiana","260.6","1135.0","4355.33","269.75","1210.2","4486.38","2.15","9.6","4465.12","0.0","0.0","0.0","2.34","1.9","811.62","3.54","3.83","1083.14","2.0","1.53","765.0","11.38"
"171","2007","9","Punjab","Ludhiana","262.6","1190.45","4533.32","270.75","1302.35","4810.16","2.15","7.45","3465.12","0.0","0.0","0.0","4.11","1.3","315.96","4.99","6.48","1296.95","3.0","2.0","666.67","16.85"
"171","2008","9","Punjab","Ludhiana","266.75","1189.45","4459.04","271.75","1193.4","4391.54","2.15","7.6","3534.88","0.0","0.0","0.0","1.2","0.9","750.0","2.45","3.85","1571.43","2.0","1.49","745.0","13.05"
"171","2009","9","Punjab","Ludhiana","269.9","1264.65","4685.62","271.75","1262.85","4647.1","2.15","9.45","4395.35","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.36","680.0","17.71"
"171","2010","9","Punjab","Ludhiana","269.3","1185.35","4401.6","269.75","1338.55","4962.19","2.0","7.0","3500.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.65","650.0","21.5"
"171","2011","9","Punjab","Ludhiana","269.9","1148.6","4255.65","269.75","1448.35","5369.23","2.0","6.0","3000.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.54","540.0","19.64"
"171","2012","9","Punjab","Ludhiana","269.9","1226.6","4544.65","268.75","1308.0","4866.98","3.15","8.6","2730.16","0.0","0.0","0.0","1.8","0.8","444.44","2.5","3.87","1548.0","1.0","0.36","360.0","17.52"
"171","2013","9","Punjab","Ludhiana","269.9","1189.65","4407.74","266.6","1391.05","5217.74","2.15","14.6","6790.7","0.0","0.0","0.0","0.8","0.8","1000.0","2.31","3.67","1583.15","1.0","0.54","540.0","5.52"
"171","2014","9","Punjab","Ludhiana","269.9","1175.1","4353.83","265.6","1180.0","4442.77","3.15","21.6","6857.14","0.0","0.0","0.0","0.9","1.04","1155.56","2.28","3.9","1704.6","0.0","0.0","0.0","24.06"
"171","2015","9","Punjab","Ludhiana","269.9","1238.6","4589.11","263.6","1231.1","4670.33","3.15","17.6","5587.3","0.0","0.0","0.0","0.8","0.91","1137.5","2.28","3.79","1660.83","0.0","0.0","0.0","24.25"
"172","2006","9","Punjab","Ferozpur","472.54","1925.54","4074.87","754.56","3113.62","4126.4","0.0","0.0","0.0","1.67","1.6","955.69","4.15","3.67","885.16","12.88","11.97","929.42","274.58","206.38","751.62","32.02"
"172","2007","9","Punjab","Ferozpur","482.76","2033.42","4212.07","760.56","3479.6","4575.05","0.0","0.0","0.0","1.5","1.6","1066.84","3.98","3.01","755.35","7.85","7.87","1002.19","260.36","157.94","606.6","35.85"
"172","2008","9","Punjab","Ferozpur","529.36","2246.84","4244.45","762.78","3625.0","4752.35","0.0","0.0","0.0","1.6","1.94","1218.05","3.35","3.01","896.24","7.48","9.05","1211.08","226.56","157.23","694.01","37.63"
"172","2009","9","Punjab","Ferozpur","535.8","2157.62","4026.91","764.26","3271.4","4280.48","0.0","0.0","0.0","14.48","17.96","1240.33","0.0","0.0","0.0","0.0","0.0","0.0","213.32","131.15","614.8","40.16"
"172","2010","9","Punjab","Ferozpur","542.16","2127.64","3924.38","756.64","3631.18","4799.09","0.0","0.0","0.0","1.25","1.72","1379.81","0.0","0.0","0.0","0.0","0.0","0.0","195.92","114.65","585.16","42.01"
"172","2011","9","Punjab","Ferozpur","544.12","2047.84","3763.58","763.26","3902.62","5113.09","0.0","0.0","0.0","1.07","1.37","1279.33","0.0","0.0","0.0","0.0","0.0","0.0","211.32","93.38","441.89","43.78"
"172","2012","9","Punjab","Ferozpur","560.04","2321.66","4145.53","764.48","3673.8","4805.62","0.0","0.0","0.0","1.45","2.05","1414.36","1.64","1.57","954.88","9.25","11.4","1231.68","190.7","100.12","525.01","42.69"
"172","2013","9","Punjab","Ferozpur","567.3","2328.1","4103.83","770.74","3949.94","5124.87","0.0","0.0","0.0","1.25","1.58","1270.03","1.22","1.01","826.77","8.45","11.12","1315.83","170.04","97.5","573.39","34.21"
"172","2014","9","Punjab","Ferozpur","595.32","2325.0","3905.46","763.26","3461.66","4535.36","0.0","0.0","0.0","1.05","1.12","1071.37","1.97","1.8","911.27","8.48","10.4","1226.65","155.98","79.95","512.58","48.55"
"172","2015","9","Punjab","Ferozpur","624.74","2489.98","3985.63","767.74","3520.76","4585.88","0.0","0.0","0.0","0.87","1.19","1357.21","2.44","1.93","789.85","10.99","11.07","1006.73","125.22","30.07","240.12","51.64"
"174","2006","9","Punjab","Bhatinda","232.46","960.46","4131.72","538.44","2298.38","4268.59","0.0","0.0","0.0","0.83","1.0","1209.64","2.38","1.93","809.54","11.17","12.23","1094.76","300.42","228.21","759.64","19.35"
"174","2007","9","Punjab","Bhatinda","231.24","979.58","4236.2","544.44","2399.4","4407.1","0.0","0.0","0.0","0.5","0.5","1000.0","2.04","1.29","634.19","6.42","6.23","970.84","307.64","213.9","695.31","20.67"
"174","2008","9","Punjab","Bhatinda","262.64","1143.16","4352.57","549.22","2567.0","4673.9","0.0","0.0","0.0","0.5","0.56","1103.17","1.45","1.19","825.73","6.22","8.05","1292.74","292.44","209.95","717.91","18.84"
"174","2009","9","Punjab","Bhatinda","277.2","1219.38","4398.92","550.74","2317.6","4208.16","0.0","0.0","0.0","5.52","7.04","1275.36","0.0","0.0","0.0","0.0","0.0","0.0","269.68","188.96","700.69","18.03"
"174","2010","9","Punjab","Bhatinda","284.84","1165.36","4091.28","549.36","2621.82","4772.5","0.0","0.0","0.0","0.35","0.48","1357.95","0.0","0.0","0.0","0.0","0.0","0.0","263.08","180.27","685.25","18.07"
"174","2011","9","Punjab","Bhatinda","275.88","1108.16","4016.82","551.74","2780.38","5039.29","0.0","0.0","0.0","0.33","0.43","1306.75","0.0","0.0","0.0","0.0","0.0","0.0","278.68","167.35","600.51","18.3"
"174","2012","9","Punjab","Bhatinda","287.96","1223.34","4248.3","555.52","2604.2","4687.86","0.0","0.0","0.0","0.35","0.35","1000.0","0.76","0.63","834.21","4.55","6.2","1364.28","268.3","178.16","664.03","15.04"
"174","2013","9","Punjab","Bhatinda","294.7","1280.9","4346.45","554.26","2784.06","5023.02","0.0","0.0","0.0","0.25","0.3","1170.63","1.08","0.71","658.96","4.55","6.08","1336.56","252.96","154.86","612.2","14.49"
"174","2014","9","Punjab","Bhatinda","309.68","1280.0","4133.3","549.74","2547.34","4633.72","1.0","4.0","4000.0","0.35","0.4","1128.41","0.43","0.41","964.65","4.52","5.5","1216.37","243.02","146.85","604.26","15.72"
"174","2015","9","Punjab","Bhatinda","347.26","1497.02","4310.95","553.26","2577.24","4658.28","0.0","0.0","0.0","0.33","0.35","1085.28","1.46","0.89","610.99","6.01","7.93","1320.68","197.78","37.25","188.35","17.79"
"175","2006","9","Punjab","Sangrur","368.72","1664.2","4513.45","402.8","1782.84","4426.12","1.08","3.32","3074.07","0.5","0.5","1000.0","1.51","2.1","1389.62","2.01","3.38","1683.62","27.0","16.9","625.93","7.73"
"175","2007","9","Punjab","Sangrur","367.72","1703.64","4632.98","401.8","1896.32","4719.56","0.08","0.24","3000.0","0.3","0.3","1000.0","1.42","1.6","1124.86","1.5","1.46","970.74","29.0","23.99","827.24","6.44"
"175","2008","9","Punjab","Sangrur","375.8","1747.04","4648.86","405.8","1939.08","4778.41","1.08","3.32","3074.07","0.3","0.4","1333.33","1.3","1.2","923.08","2.18","3.18","1458.72","31.0","18.1","583.87","7.94"
"175","2009","9","Punjab","Sangrur","381.88","1800.28","4714.26","407.8","1855.52","4550.07","0.08","0.24","3000.0","3.0","3.0","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","18.19","757.92","7.77"
"175","2010","9","Punjab","Sangrur","383.56","1677.92","4374.6","408.8","2077.36","5081.6","0.0","0.0","0.0","0.2","0.2","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","12.95","616.67","7.52"
"175","2011","9","Punjab","Sangrur","385.88","1676.12","4343.63","408.8","2227.92","5449.9","0.0","0.0","0.0","0.2","0.2","1000.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","13.01","591.36","7.92"
"175","2012","9","Punjab","Sangrur","388.88","1819.72","4679.39","405.8","2075.2","5113.85","0.08","0.32","4000.0","0.1","0.1","1000.0","0.9","1.1","1222.22","2.26","3.4","1506.19","20.0","13.68","684.0","6.34"
"175","2013","9","Punjab","Sangrur","386.88","1818.08","4699.34","405.72","2197.16","5415.46","1.08","4.32","4000.0","0.3","0.37","1233.33","2.8","2.93","1046.43","2.17","2.45","1129.15","21.0","15.66","745.71","6.87"
"175","2014","9","Punjab","Sangrur","385.88","1817.92","4711.1","404.72","1920.2","4744.51","2.08","7.32","3519.23","0.1","0.1","1000.0","1.9","1.94","1021.05","3.15","4.36","1384.52","21.0","14.76","702.86","8.07"
"175","2015","9","Punjab","Sangrur","390.88","1875.72","4798.71","407.72","1969.52","4830.57","1.08","4.32","4000.0","0.0","0.0","0.0","1.0","1.15","1150.0","1.15","2.86","2486.11","15.0","3.24","216.0","7.14"
