"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"50","2011","1","Andhra Pradesh","S.P.S. Nellore","1977.39","438.34","197.25","327.06","121.2","91.83","98.09","76.37","599.87","690.43","115.1"
"50","2012","1","Andhra Pradesh","S.P.S. Nellore","1977.39","437.32","138.34","387.86","80.24","54.34","165.74","107.16","598.3","667.34","111.54"
"50","2013","1","Andhra Pradesh","S.P.S. Nellore","1977.39","446.43","141.19","383.53","68.42","56.07","153.34","142.09","577.8","635.93","110.06"
"50","2014","1","Andhra Pradesh","S.P.S. Nellore","1977.39","446.43","141.19","375.88","67.88","56.05","165.08","158.13","558.26","624.53","111.87"
"50","2015","1","Andhra Pradesh","S.P.S. Nellore","1977.39","446.43","140.14","383.01","91.98","55.48","141.6","47.24","662.57","696.39","105.1"
"50","2016","1","Andhra Pradesh","S.P.S. Nellore","1977.39","446.43","139.86","383.39","95.93","55.36","145.35","193.82","508.33","571.9","112.5"
"50","2017","1","Andhra Pradesh","S.P.S. Nellore","1977.39","446.43","139.86","383.65","102.98","55.3","175.84","110.52","553.89","571.29","103.14"
"51","2005","1","Andhra Pradesh","Kurnool","2034.28","389.05","124.08","159.25","87.33","14.61","137.48","134.03","984.31","1095.51","111.3"
"51","2006","1","Andhra Pradesh","Kurnool","2047.82","411.47","153.95","163.82","65.54","13.11","104.56","180.68","949.2","1053.98","111.04"
"51","2007","1","Andhra Pradesh","Kurnool","2047.82","411.47","152.64","164.86","59.55","12.95","100.58","144.84","997.03","1145.73","114.91"
"51","2008","1","Andhra Pradesh","Kurnool","2047.82","411.47","152.64","165.73","59.43","12.89","92.68","158.78","990.34","1099.95","111.07"
"51","2009","1","Andhra Pradesh","Kurnool","2047.82","411.47","152.63","166.75","59.1","12.8","109.38","168.22","964.63","1106.39","114.7"
"51","2010","1","Andhra Pradesh","Kurnool","2047.82","414.59","152.19","169.17","58.48","12.56","91.86","149.15","997.46","1140.98","114.39"
"51","2011","1","Andhra Pradesh","Kurnool","2047.82","414.59","152.19","170.57","58.46","12.53","95.27","169.23","972.26","1064.02","109.44"
"51","2012","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.87","170.84","58.85","12.53","95.1","127.55","1014.47","1101.16","108.55"
"51","2013","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.87","171.28","57.63","12.53","91.54","133.88","1012.49","1111.91","109.82"
"51","2014","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.87","172.13","55.49","12.12","91.48","138.29","1010.0","1094.79","108.39"
"51","2015","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.87","172.29","55.54","12.12","93.67","199.4","946.5","1015.53","107.29"
"51","2016","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.76","172.8","55.33","12.06","99.45","175.58","964.41","1065.17","110.45"
"51","2017","1","Andhra Pradesh","Kurnool","2047.82","414.16","151.76","173.46","55.0","12.06","104.63","196.65","937.83","1041.63","111.07"
"52","2005","1","Andhra Pradesh","Ananthapur","1913.49","196.78","196.8","161.78","50.28","34.43","98.44","32.41","1103.66","1169.24","105.94"
"52","2006","1","Andhra Pradesh","Ananthapur","1913.0","196.98","189.21","120.31","56.12","9.05","102.47","304.72","923.31","975.43","105.64"
"52","2007","1","Andhra Pradesh","Ananthapur","1913.0","196.98","183.45","120.31","51.89","8.95","84.25","142.65","1113.93","1187.73","106.63"
"52","2008","1","Andhra Pradesh","Ananthapur","1913.0","196.98","183.45","120.31","52.83","8.95","88.5","168.88","1082.76","1153.63","106.55"
"52","2009","1","Andhra Pradesh","Ananthapur","1913.0","196.98","180.31","120.31","50.99","8.95","87.61","432.56","824.96","900.53","109.16"
"52","2010","1","Andhra Pradesh","Ananthapur","1913.0","196.98","167.47","143.46","48.86","5.85","86.06","152.05","1102.86","1180.08","107.0"
"52","2011","1","Andhra Pradesh","Ananthapur","1913.0","196.98","167.47","149.03","48.86","5.85","85.75","200.4","1048.14","1114.08","106.29"
"52","2012","1","Andhra Pradesh","Ananthapur","1913.0","196.98","167.47","150.14","48.86","5.85","86.5","227.95","1019.85","1083.52","106.24"
"52","2013","1","Andhra Pradesh","Ananthapur","1913.0","196.98","166.43","151.25","48.53","5.85","86.5","209.07","1038.98","1106.37","106.49"
"52","2014","1","Andhra Pradesh","Ananthapur","1913.0","196.98","166.43","150.14","48.53","5.85","86.02","361.24","888.4","942.31","106.07"
"52","2015","1","Andhra Pradesh","Ananthapur","1913.0","196.98","165.95","150.14","48.53","5.85","86.5","399.42","850.22","920.18","108.23"
"52","2016","1","Andhra Pradesh","Ananthapur","1913.0","196.98","165.95","150.14","48.53","5.85","86.5","355.59","894.05","919.51","102.85"
"52","2017","1","Andhra Pradesh","Ananthapur","1913.0","196.98","164.8","150.82","45.43","5.82","113.5","432.17","794.25","842.17","106.03"
"53","2005","1","Andhra Pradesh","Kadapa YSR","1537.84","505.5","238.18","173.28","69.02","15.38","87.43","35.41","405.21","498.04","122.91"
"53","2006","1","Andhra Pradesh","Kadapa YSR","1535.9","500.3","231.9","170.53","50.08","9.67","89.78","163.93","313.21","365.03","116.54"
"53","2007","1","Andhra Pradesh","Kadapa YSR","1535.9","500.3","224.72","177.37","49.58","9.67","76.02","98.94","392.42","472.25","120.34"
"53","2008","1","Andhra Pradesh","Kadapa YSR","1535.9","500.3","222.54","181.02","48.48","9.67","68.93","90.92","407.19","504.32","123.85"
"53","2009","1","Andhra Pradesh","Kadapa YSR","1535.9","500.3","222.1","181.02","47.13","9.67","77.87","117.36","373.62","472.55","126.48"
"53","2010","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","222.1","181.03","46.05","9.67","72.48","93.45","403.32","535.6","132.8"
"53","2011","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","222.1","181.03","46.01","9.41","80.86","135.94","352.76","432.97","122.74"
"53","2012","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","222.1","181.09","45.92","9.41","81.82","131.77","356.01","425.11","119.41"
"53","2013","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","221.84","182.08","45.82","8.96","83.48","129.05","356.89","418.87","117.37"
"53","2014","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","221.83","182.11","45.82","8.96","98.3","162.79","308.33","354.73","115.05"
"53","2015","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","221.83","182.14","44.89","8.94","89.04","141.04","340.27","396.86","116.63"
"53","2016","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","221.83","182.14","44.72","8.94","91.29","140.78","338.44","375.05","110.81"
"53","2017","1","Andhra Pradesh","Kadapa YSR","1535.9","500.96","221.83","182.14","44.7","8.8","97.05","137.93","335.8","371.03","110.49"
"54","2005","1","Andhra Pradesh","Chittoor","1498.77","451.34","164.27","142.56","39.53","36.53","116.3","108.1","415.04","457.55","110.24"
"54","2006","1","Andhra Pradesh","Chittoor","1515.1","452.02","164.0","142.54","42.15","36.16","105.38","213.55","318.66","346.4","108.71"
"54","2007","1","Andhra Pradesh","Chittoor","1515.1","452.02","154.39","146.32","42.08","33.89","118.22","174.34","365.17","408.51","111.87"
"54","2008","1","Andhra Pradesh","Chittoor","1515.1","452.02","154.39","148.53","41.69","33.77","120.92","143.8","390.49","431.39","110.47"
"54","2009","1","Andhra Pradesh","Chittoor","1515.1","452.02","154.39","150.64","46.1","33.37","131.03","162.41","355.66","404.48","113.73"
"54","2010","1","Andhra Pradesh","Chittoor","1515.1","452.02","154.39","155.85","46.1","33.37","120.96","143.65","379.27","437.63","115.39"
"54","2011","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.92","156.25","45.43","34.91","120.35","168.91","354.81","408.35","115.09"
"54","2012","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.92","156.75","46.62","34.25","123.19","163.71","354.92","401.09","113.01"
"54","2013","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.7","157.32","46.1","33.54","120.94","150.21","371.72","417.07","112.2"
"54","2014","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.69","158.71","47.26","33.54","129.8","173.69","336.82","378.84","112.48"
"54","2015","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.69","158.86","46.91","33.54","124.75","144.14","371.65","430.2","115.75"
"54","2016","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.68","159.13","46.29","33.54","127.85","153.9","359.13","404.22","112.56"
"54","2017","1","Andhra Pradesh","Chittoor","1515.1","452.02","152.68","160.49","46.55","33.62","123.74","153.53","361.92","420.58","116.21"
"55","2005","20","Telangana","Hyderabad","23.0","0.0","0.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2006","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2007","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2008","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2009","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2010","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2011","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2012","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2013","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2014","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2015","20","Telangana","Hyderabad","21.7","0.0","0.0","21.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55","2016","20","Telangana","Hyderabad","19.25","0.14","-1.0","19.11","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"55","2017","20","Telangana","Hyderabad","19.25","0.14","-1.0","19.11","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"56","2005","20","Telangana","Nizamabad","806.22","169.34","48.75","86.74","16.51","25.86","90.11","117.68","247.62","402.53","162.56"
"56","2006","20","Telangana","Nizamabad","795.6","169.34","47.45","86.83","16.99","25.67","86.6","103.77","255.34","412.4","161.51"
"56","2007","20","Telangana","Nizamabad","795.6","169.34","47.11","87.63","15.6","24.1","82.85","98.23","268.34","429.96","160.23"
"56","2008","20","Telangana","Nizamabad","795.6","169.34","46.83","88.33","15.18","24.1","73.29","85.74","290.37","475.95","163.91"
"56","2009","20","Telangana","Nizamabad","795.6","169.34","46.83","88.38","15.13","24.1","73.71","116.99","258.66","420.38","162.52"
"56","2010","20","Telangana","Nizamabad","795.6","169.34","46.83","95.04","13.09","19.78","58.83","81.8","309.35","524.44","169.53"
"56","2011","20","Telangana","Nizamabad","795.6","169.34","46.83","97.05","13.09","19.78","51.56","59.07","337.33","563.79","167.13"
"56","2012","20","Telangana","Nizamabad","795.6","169.34","46.83","97.05","13.09","19.78","50.83","70.77","326.36","533.12","163.35"
"56","2013","20","Telangana","Nizamabad","795.6","169.34","46.83","97.05","12.5","19.78","48.13","38.32","362.1","605.38","167.19"
"56","2014","20","Telangana","Nizamabad","795.6","169.34","46.83","97.73","12.52","19.78","59.67","98.14","290.04","449.7","155.05"
"56","2015","20","Telangana","Nizamabad","795.6","169.34","46.83","98.31","12.52","19.78","68.65","117.56","261.07","355.24","136.07"
"56","2016","20","Telangana","Nizamabad","788.91","174.93","42.55","96.0","5.75","14.44","54.0","46.11","343.71","584.79","170.14"
"56","2017","20","Telangana","Nizamabad","788.91","174.93","42.55","96.0","5.75","14.44","47.21","40.71","355.91","552.14","155.13"
"57","2005","20","Telangana","Medak","951.9","95.39","52.47","73.39","21.5","28.15","91.32","161.55","423.17","524.72","124.0"
"57","2006","20","Telangana","Medak","970.0","91.39","52.8","70.29","31.61","25.92","110.14","158.49","424.77","532.35","125.33"
"57","2007","20","Telangana","Medak","970.0","91.39","59.81","70.29","19.95","30.17","105.07","131.47","458.04","535.92","117.0"
"57","2008","20","Telangana","Medak","970.0","91.39","59.81","70.52","19.95","30.17","96.68","164.32","433.34","544.97","125.76"
"57","2009","20","Telangana","Medak","970.0","91.39","52.8","70.52","19.95","30.17","91.77","182.97","426.62","554.24","129.91"
"57","2010","20","Telangana","Medak","970.0","91.39","52.8","74.12","19.95","30.17","94.73","151.36","451.67","609.44","134.93"
"57","2011","20","Telangana","Medak","970.0","91.39","52.8","76.0","19.73","30.17","88.26","127.01","480.84","599.84","124.75"
"57","2012","20","Telangana","Medak","970.0","91.39","52.8","76.0","19.48","30.17","56.57","147.22","492.55","620.85","126.05"
"57","2013","20","Telangana","Medak","970.0","91.39","52.44","76.0","19.16","30.17","53.41","115.12","528.63","651.1","123.17"
"57","2014","20","Telangana","Medak","970.0","91.39","52.44","76.0","18.82","28.86","53.25","172.82","472.74","552.63","116.9"
"57","2015","20","Telangana","Medak","970.0","91.39","52.44","78.44","18.82","28.86","58.5","181.32","456.54","529.15","115.9"
"57","2016","20","Telangana","Medak","1013.38","99.75","49.34","68.29","19.09","19.54","77.88","120.68","553.52","660.97","119.41"
"57","2017","20","Telangana","Medak","1013.38","99.75","49.34","63.35","19.09","19.54","77.88","135.55","543.59","638.75","117.51"
"58","2005","20","Telangana","Mahabubnagar","1847.24","266.57","95.82","79.9","14.82","24.61","144.24","436.97","776.58","832.71","107.23"
"58","2006","20","Telangana","Mahabubnagar","1843.2","255.6","95.82","81.15","21.77","23.44","98.68","536.81","722.74","775.14","107.25"
"58","2007","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","81.15","21.22","18.47","110.75","488.72","771.99","827.84","107.23"
"58","2008","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","81.3","19.26","17.59","131.62","502.24","740.66","809.64","109.31"
"58","2009","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","81.3","19.61","17.59","131.34","424.22","818.62","916.49","111.96"
"58","2010","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","87.14","19.36","17.59","128.1","409.65","830.84","934.5","112.48"
"58","2011","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","91.68","19.86","17.59","194.23","305.67","863.62","963.24","111.54"
"58","2012","20","Telangana","Mahabubnagar","1843.2","255.6","88.53","93.05","22.74","17.59","200.77","303.05","855.49","949.12","110.94"
"58","2013","20","Telangana","Mahabubnagar","1843.2","255.6","87.56","97.64","21.48","17.56","162.78","280.67","913.45","1017.5","111.39"
"58","2014","20","Telangana","Mahabubnagar","1843.2","255.6","87.56","100.16","28.48","17.56","180.12","301.25","866.0","978.29","112.97"
"58","2015","20","Telangana","Mahabubnagar","1843.16","255.6","87.56","104.2","28.48","17.56","191.45","316.28","835.58","903.45","108.12"
"58","2016","20","Telangana","Mahabubnagar","1700.11","307.43","89.26","82.82","20.93","22.02","111.83","214.86","843.57","951.06","112.74"
"58","2017","20","Telangana","Mahabubnagar","1700.11","307.43","89.26","82.82","20.93","22.02","111.83","175.34","883.09","1000.38","113.28"
"59","2005","20","Telangana","Nalgonda","1422.32","85.83","90.35","119.82","28.16","66.55","179.68","304.29","538.24","685.83","127.42"
"59","2006","20","Telangana","Nalgonda","1424.0","83.69","122.29","109.96","29.36","66.43","165.65","371.72","467.49","594.29","127.12"
"59","2007","20","Telangana","Nalgonda","1424.0","83.69","122.15","114.76","29.44","65.9","168.24","320.86","511.25","666.14","130.3"
"59","2008","20","Telangana","Nalgonda","1424.0","83.69","121.68","114.8","29.39","65.9","156.5","290.81","553.55","728.81","131.66"
"59","2009","20","Telangana","Nalgonda","1424.0","83.69","121.68","114.8","29.36","65.9","167.25","380.28","453.65","584.59","128.86"
"59","2010","20","Telangana","Nalgonda","1424.0","83.07","121.68","127.42","29.15","65.3","167.3","260.27","562.41","763.82","135.81"
"59","2011","20","Telangana","Nalgonda","1424.0","83.07","121.35","127.68","29.15","65.1","163.11","253.85","573.29","706.26","123.19"
"59","2012","20","Telangana","Nalgonda","1424.0","83.07","121.35","128.36","29.15","65.04","160.46","254.8","574.37","683.66","119.03"
"59","2013","20","Telangana","Nalgonda","1424.0","83.07","121.35","128.36","29.15","64.29","138.61","160.46","691.31","880.76","127.4"
"59","2014","20","Telangana","Nalgonda","1424.0","83.07","121.34","128.36","29.11","64.24","141.78","265.54","583.17","729.92","125.16"
"59","2015","20","Telangana","Nalgonda","1424.0","83.07","121.34","128.36","29.11","64.24","145.11","274.41","570.98","669.16","117.19"
"59","2016","20","Telangana","Nalgonda","1422.81","89.39","120.43","127.94","31.78","63.47","119.82","204.23","658.29","830.53","126.17"
"59","2017","20","Telangana","Nalgonda","1422.81","89.39","120.43","125.42","31.78","63.47","119.82","159.92","705.11","893.27","126.68"
"60","2005","20","Telangana","Warangal","1283.55","371.31","53.8","59.08","33.4","50.4","109.98","112.76","488.96","612.95","125.36"
"60","2006","20","Telangana","Warangal","1284.6","371.01","52.0","60.01","10.19","44.9","109.07","116.24","470.98","609.85","129.49"
"60","2007","20","Telangana","Warangal","1284.6","371.01","52.15","60.21","11.16","45.26","106.22","136.11","452.22","594.1","131.37"
"60","2008","20","Telangana","Warangal","1284.6","371.01","52.15","60.25","11.16","45.0","103.85","113.6","477.32","638.63","133.79"
"60","2009","20","Telangana","Warangal","1284.6","371.01","52.15","60.25","11.16","45.0","103.78","157.05","433.92","557.04","128.37"
"60","2010","20","Telangana","Warangal","1284.6","371.01","51.36","72.23","10.94","44.96","96.66","59.68","528.16","710.97","134.61"
"60","2011","20","Telangana","Warangal","1284.6","371.01","51.36","72.24","10.94","44.96","96.02","58.08","530.4","669.88","126.3"
"60","2012","20","Telangana","Warangal","1284.6","371.01","51.36","72.24","12.04","44.96","96.09","68.41","518.9","693.0","133.55"
"60","2013","20","Telangana","Warangal","1284.6","371.01","51.36","72.26","12.04","44.96","88.98","49.73","544.86","741.59","136.11"
"60","2014","20","Telangana","Warangal","1284.6","371.01","51.36","72.26","12.04","44.91","127.02","96.32","460.52","596.01","129.42"
"60","2015","20","Telangana","Warangal","1284.6","371.01","51.36","72.26","12.04","44.91","111.72","80.1","492.03","619.2","125.85"
"60","2016","20","Telangana","Warangal","1587.41","580.81","77.71","94.69","24.72","44.97","61.9","74.62","593.66","775.94","130.7"
"60","2017","20","Telangana","Warangal","1587.41","580.81","77.71","94.47","24.72","44.97","61.32","58.21","610.86","787.27","128.88"
"61","2005","20","Telangana","Khammam","1580.94","743.79","90.38","124.99","20.63","38.94","30.68","57.13","455.58","522.51","114.69"
"61","2006","20","Telangana","Khammam","1602.9","759.44","87.32","129.63","20.63","38.84","30.68","64.14","453.41","497.42","109.71"
"61","2007","20","Telangana","Khammam","1602.9","759.44","88.89","129.01","15.01","38.1","30.87","68.66","453.18","509.36","112.4"
"61","2008","20","Telangana","Khammam","1602.9","759.44","88.89","129.23","15.01","38.1","29.0","53.83","469.71","524.95","111.76"
"61","2009","20","Telangana","Khammam","1602.9","759.44","88.89","129.58","15.01","38.05","34.81","120.45","396.97","439.05","110.6"
"61","2010","20","Telangana","Khammam","1602.9","759.44","88.89","129.83","14.57","37.6","26.72","46.81","479.35","570.37","118.99"
"61","2011","20","Telangana","Khammam","1602.9","759.44","88.89","130.36","14.57","37.6","30.41","64.38","457.54","516.03","112.78"
"61","2012","20","Telangana","Khammam","1602.9","759.44","88.89","131.58","14.57","37.6","30.98","64.3","455.84","509.92","111.86"
"61","2013","20","Telangana","Khammam","1602.9","759.44","88.89","131.61","14.57","37.6","24.18","48.65","478.25","555.88","116.23"
"61","2014","20","Telangana","Khammam","1326.61","556.68","80.93","117.06","13.4","36.07","24.12","73.92","405.96","452.83","111.55"
"61","2015","20","Telangana","Khammam","1326.61","556.68","80.93","117.4","13.4","36.07","24.14","97.4","382.11","419.59","109.81"
"61","2016","20","Telangana","Khammam","1080.96","436.18","61.76","97.33","10.25","35.63","14.33","51.91","359.29","414.19","115.28"
"61","2017","20","Telangana","Khammam","1080.96","436.18","61.76","97.33","10.25","35.63","12.01","41.7","371.81","462.52","124.4"
"62","2005","20","Telangana","Karimnagar","1188.5","250.41","83.83","80.48","19.23","54.85","47.95","146.35","498.26","693.75","139.23"
"62","2006","20","Telangana","Karimnagar","1182.3","250.41","84.12","80.13","18.38","54.85","45.91","187.3","454.08","701.39","154.46"
"62","2007","20","Telangana","Karimnagar","1182.3","250.41","96.31","89.73","26.59","41.28","38.37","199.73","429.09","688.67","160.5"
"62","2008","20","Telangana","Karimnagar","1182.3","250.41","96.31","89.75","26.6","41.28","37.3","160.08","469.79","756.61","161.05"
"62","2009","20","Telangana","Karimnagar","1182.3","250.41","95.96","90.65","26.6","41.28","37.34","235.8","393.47","563.09","143.11"
"62","2010","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","25.89","41.28","34.28","115.71","511.71","812.05","158.69"
"62","2011","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","23.95","41.28","29.9","102.21","531.54","780.72","146.88"
"62","2012","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","23.95","41.28","28.36","82.21","553.08","756.96","136.86"
"62","2013","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","24.25","41.28","27.18","65.45","570.74","871.65","152.72"
"62","2014","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","24.25","41.28","26.97","125.39","511.01","699.62","136.91"
"62","2015","20","Telangana","Karimnagar","1182.3","250.41","95.96","96.25","24.25","41.28","26.97","215.84","420.56","536.82","127.64"
"62","2016","20","Telangana","Karimnagar","1086.4","220.93","73.11","87.97","23.35","38.05","40.1","103.18","485.58","720.43","148.36"
"62","2017","20","Telangana","Karimnagar","1086.4","220.93","73.11","86.19","23.35","38.05","40.1","88.3","502.24","666.89","132.78"
"63","2005","20","Telangana","Adilabad","1620.38","689.52","43.92","60.68","15.08","14.13","95.12","156.45","536.98","564.82","105.18"
"63","2006","20","Telangana","Adilabad","1610.5","689.52","34.08","60.68","14.94","14.23","97.65","139.26","551.64","589.91","106.94"
"63","2007","20","Telangana","Adilabad","1610.5","689.52","43.92","60.67","14.75","14.23","94.93","172.67","506.78","529.65","104.51"
"63","2008","20","Telangana","Adilabad","1610.5","689.52","43.92","60.68","14.74","14.23","66.32","115.61","596.98","691.07","115.76"
"63","2009","20","Telangana","Adilabad","1610.5","689.52","43.92","60.68","14.74","14.23","74.76","128.52","575.63","634.26","110.19"
"63","2010","20","Telangana","Adilabad","1610.5","689.52","43.92","60.68","14.74","14.23","72.11","123.91","582.89","665.0","114.09"
"63","2011","20","Telangana","Adilabad","1610.5","689.52","43.92","61.1","14.69","14.23","71.67","116.6","590.26","640.04","108.43"
"63","2012","20","Telangana","Adilabad","1610.5","689.52","43.92","61.79","18.8","14.23","82.81","71.2","619.74","660.64","106.6"
"63","2013","20","Telangana","Adilabad","1610.5","689.52","43.92","61.79","18.8","14.23","88.29","68.43","617.02","673.05","109.08"
"63","2014","20","Telangana","Adilabad","1610.5","689.52","43.92","61.79","18.8","14.23","100.15","115.83","557.76","601.05","107.76"
"63","2015","20","Telangana","Adilabad","1610.5","689.52","43.92","61.79","18.8","14.23","103.46","123.76","546.53","627.67","114.85"
"63","2016","20","Telangana","Adilabad","1610.2","715.08","49.22","50.75","26.75","27.56","72.29","52.23","603.93","672.21","111.31"
"63","2017","20","Telangana","Adilabad","1610.2","715.08","49.22","49.49","26.75","27.56","72.29","98.04","559.38","663.33","118.58"
"64","2005","5","Karnataka","Bangalore","802.84","86.33","40.39","163.25","9.52","34.21","16.88","40.88","389.82","403.25","103.45"
"64","2006","5","Karnataka","Bangalore","802.84","86.33","40.37","173.05","9.52","34.21","51.85","86.07","297.25","307.87","103.57"
"64","2007","5","Karnataka","Bangalore","802.84","86.33","40.37","177.51","9.52","34.21","49.67","59.9","321.66","358.49","111.45"
"64","2008","5","Karnataka","Bangalore","802.84","86.33","40.37","181.09","8.87","34.21","38.19","45.03","345.15","358.3","103.81"
"64","2009","5","Karnataka","Bangalore","802.84","86.33","40.37","181.65","8.78","34.21","37.82","43.19","346.89","359.43","103.61"
"64","2010","5","Karnataka","Bangalore","802.84","86.33","40.37","181.74","8.86","34.21","37.22","45.51","344.7","358.85","104.11"
"64","2011","5","Karnataka","Bangalore","802.84","86.33","40.37","182.02","8.92","34.21","37.67","47.87","341.5","353.21","103.43"
"64","2012","5","Karnataka","Bangalore","802.84","86.33","40.37","182.06","8.94","34.21","48.04","66.22","311.66","325.15","104.33"
"64","2013","5","Karnataka","Bangalore","802.84","86.33","40.37","186.35","8.97","34.21","47.79","47.69","326.01","340.49","104.44"
"64","2014","5","Karnataka","Bangalore","802.84","86.33","40.37","195.66","8.97","34.21","56.86","52.15","303.18","317.87","104.85"
"64","2015","5","Karnataka","Bangalore","802.84","86.33","40.37","197.93","8.97","34.21","44.68","55.5","309.82","330.26","106.6"
"64","2016","5","Karnataka","Bangalore","802.84","86.32","40.37","199.53","8.96","34.22","46.75","71.96","289.69","307.06","105.99"
"64","2017","5","Karnataka","Bangalore","802.84","86.32","40.37","200.23","8.96","34.22","43.41","69.78","294.52","311.89","105.9"
"65","2005","5","Karnataka","Kolar","779.47","70.32","63.17","74.61","12.54","98.93","19.91","78.1","348.39","363.23","104.26"
"65","2006","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","12.54","98.93","21.52","134.65","287.24","295.4","102.84"
"65","2007","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","12.54","98.93","21.51","78.33","343.56","353.57","102.91"
"65","2008","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","12.54","98.93","21.87","57.33","364.2","377.39","103.62"
"65","2009","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","12.54","98.93","21.37","88.15","333.87","347.32","104.03"
"65","2010","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","12.54","98.93","13.42","50.4","379.58","418.16","110.16"
"65","2011","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","11.14","94.97","16.69","43.39","388.68","409.71","105.41"
"65","2012","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","11.14","94.97","32.01","82.6","334.16","405.9","121.47"
"65","2013","5","Karnataka","Kolar","779.47","70.32","63.17","77.61","11.14","94.97","29.53","57.4","361.84","390.31","107.87"
"65","2014","5","Karnataka","Kolar","779.47","70.32","63.17","78.42","11.14","94.97","26.1","56.53","365.33","389.76","106.69"
"65","2015","5","Karnataka","Kolar","779.47","70.32","63.17","78.42","11.14","94.97","25.7","64.97","357.29","388.07","108.61"
"65","2016","5","Karnataka","Kolar","779.47","70.32","63.17","78.62","11.14","94.97","16.54","61.98","369.22","390.46","105.75"
"65","2017","5","Karnataka","Kolar","779.47","70.32","63.17","79.31","11.14","94.97","18.43","63.72","364.9","395.28","108.32"
"66","2005","5","Karnataka","Tumkur","1064.76","45.18","67.54","83.99","62.64","76.54","34.19","54.88","619.65","660.42","106.58"
"66","2006","5","Karnataka","Tumkur","1064.76","45.18","67.54","84.2","62.64","76.45","34.17","165.52","508.03","539.54","106.2"
