"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"1","2005","14","Chhattisgarh","Durg","1988.17","493.48","39.88","145.34","45.66","135.77","44.1","39.94","1043.71","1437.08","137.69"
"1","2006","14","Chhattisgarh","Durg","1988.17","493.4","38.8","146.83","45.55","136.56","43.96","40.81","1041.95","1435.76","137.8"
"1","2007","14","Chhattisgarh","Durg","1988.17","493.4","38.72","148.54","47.51","135.46","43.89","40.16","1040.2","1446.62","139.07"
"1","2008","14","Chhattisgarh","Durg","1988.17","493.22","36.2","151.43","47.55","136.47","45.47","43.89","1033.64","1393.09","134.78"
"1","2009","14","Chhattisgarh","Durg","1988.17","492.88","37.2","151.18","48.54","136.93","47.31","44.98","1028.77","1363.03","132.49"
"1","2010","14","Chhattisgarh","Durg","1988.17","493.36","38.29","150.17","50.77","136.03","50.05","40.42","1028.6","1405.63","136.65"
"1","2011","14","Chhattisgarh","Durg","1988.17","493.3","37.58","151.32","50.33","135.62","47.15","41.93","1030.41","1409.94","136.83"
"1","2012","14","Chhattisgarh","Durg","1988.17","493.28","35.36","153.7","50.47","137.65","47.44","40.82","1029.07","1415.98","137.6"
"1","2013","14","Chhattisgarh","Durg","1639.34","142.45","34.94","153.26","52.36","137.99","46.51","40.78","1030.52","1431.3","138.89"
"1","2014","14","Chhattisgarh","Durg","1640.28","143.14","34.74","155.01","53.55","137.47","48.37","41.44","1026.15","1438.76","140.21"
"1","2015","14","Chhattisgarh","Durg","1640.28","143.12","35.15","155.51","53.48","137.15","47.19","38.36","1030.0","1438.03","139.61"
"1","2016","14","Chhattisgarh","Durg","1988.17","490.92","34.18","155.71","52.76","137.37","44.02","34.67","1038.21","1467.94","141.39"
"2","2005","14","Chhattisgarh","Bastar","3905.75","2411.79","121.07","92.95","193.8","128.04","51.32","58.9","846.86","876.18","103.46"
"2","2006","14","Chhattisgarh","Bastar","3905.76","2414.25","122.28","92.67","206.19","128.63","53.91","83.85","869.8","901.94","103.7"
"2","2007","14","Chhattisgarh","Bastar","3905.76","2413.2","120.83","92.98","198.35","129.32","70.18","62.4","818.82","850.55","103.88"
"2","2008","14","Chhattisgarh","Bastar","3905.76","2413.49","120.65","92.46","202.68","125.82","68.63","62.39","819.63","850.65","103.78"
"2","2009","14","Chhattisgarh","Bastar","3905.76","2415.25","120.54","94.45","200.44","126.67","65.98","64.83","817.61","847.84","103.7"
"2","2010","14","Chhattisgarh","Bastar","3905.76","2400.38","115.71","102.9","202.2","124.87","61.58","61.22","836.85","869.33","103.88"
"2","2011","14","Chhattisgarh","Bastar","3905.76","2415.68","102.36","114.71","199.69","130.66","62.44","66.72","813.45","844.83","103.86"
"2","2012","14","Chhattisgarh","Bastar","3905.76","2416.07","102.49","113.92","203.7","127.84","60.6","62.98","818.08","850.17","103.92"
"2","2013","14","Chhattisgarh","Bastar","2350.0","858.45","102.29","113.63","190.88","142.91","59.74","61.58","820.48","853.63","104.04"
"2","2014","14","Chhattisgarh","Bastar","2357.91","859.21","102.26","115.54","192.87","144.12","62.6","58.89","822.42","856.61","104.16"
"2","2015","14","Chhattisgarh","Bastar","2357.91","855.79","101.63","116.38","203.32","142.24","58.97","67.78","811.81","844.52","104.03"
"2","2016","14","Chhattisgarh","Bastar","3905.75","2400.88","101.63","118.65","195.62","148.46","60.16","63.1","817.24","849.21","103.91"
"3","2005","14","Chhattisgarh","Raipur","2249.12","888.04","18.06","156.46","44.59","138.49","34.34","21.08","947.91","1183.94","124.9"
"3","2006","14","Chhattisgarh","Raipur","2249.12","888.2","18.01","157.36","43.54","139.16","32.28","20.58","947.86","1193.47","125.91"
"3","2007","14","Chhattisgarh","Raipur","2249.12","886.91","17.84","157.52","42.48","140.35","34.94","20.89","948.02","1208.64","127.49"
"3","2008","14","Chhattisgarh","Raipur","2249.12","841.71","18.08","158.89","43.13","140.02","35.2","23.97","942.77","1177.23","124.87"
"3","2009","14","Chhattisgarh","Raipur","2249.12","886.22","17.85","159.71","43.27","140.49","37.64","25.65","938.16","1154.93","123.11"
"3","2010","14","Chhattisgarh","Raipur","2249.12","886.84","17.82","160.24","44.79","140.48","20.1","38.0","940.71","1181.8","125.63"
"3","2011","14","Chhattisgarh","Raipur","2249.12","886.9","18.12","162.01","44.46","139.66","38.86","19.32","939.63","1160.96","123.56"
"3","2012","14","Chhattisgarh","Raipur","2249.12","887.04","17.48","164.67","47.47","139.18","37.77","18.47","936.8","1184.23","126.41"
"3","2013","14","Chhattisgarh","Raipur","1534.28","157.44","17.83","166.31","47.64","143.16","38.19","16.63","946.79","1191.32","125.83"
"3","2014","14","Chhattisgarh","Raipur","1537.77","154.56","17.84","168.21","46.65","144.12","35.69","16.7","953.71","1220.67","127.99"
"3","2015","14","Chhattisgarh","Raipur","1538.31","156.16","17.85","167.64","48.86","146.5","35.79","17.6","947.72","1161.84","122.59"
"3","2016","14","Chhattisgarh","Raipur","2249.12","869.87","17.88","169.22","48.83","145.58","37.58","19.14","940.88","1176.4","125.03"
"4","2005","14","Chhattisgarh","Bilaspur","2147.07","949.78","46.25","108.76","40.22","130.85","31.29","26.84","813.02","1000.62","123.08"
"4","2006","14","Chhattisgarh","Bilaspur","2147.07","948.54","46.49","109.95","39.96","132.29","31.12","20.98","813.12","1016.08","124.96"
"4","2007","14","Chhattisgarh","Bilaspur","2147.07","946.68","47.0","110.91","40.54","131.62","30.95","27.16","812.19","998.26","122.91"
"4","2008","14","Chhattisgarh","Bilaspur","2147.07","946.58","45.56","113.63","40.58","131.94","31.61","28.07","809.02","1024.34","126.62"
"4","2009","14","Chhattisgarh","Bilaspur","2147.07","945.86","45.56","114.05","41.86","133.14","33.16","28.38","804.95","975.34","121.17"
"4","2010","14","Chhattisgarh","Bilaspur","2147.07","946.28","46.15","113.65","41.66","132.31","27.3","32.91","806.68","1005.66","124.67"
"4","2011","14","Chhattisgarh","Bilaspur","2147.07","947.21","46.17","110.89","43.79","134.75","32.86","26.77","804.53","1031.79","128.25"
"4","2012","14","Chhattisgarh","Bilaspur","2147.07","947.12","46.5","113.07","42.97","133.36","31.54","29.94","802.48","1028.36","128.15"
"4","2013","14","Chhattisgarh","Bilaspur","1518.67","318.71","46.51","112.68","43.81","133.63","31.05","29.1","803.08","1006.84","125.37"
"4","2014","14","Chhattisgarh","Bilaspur","1518.67","318.74","45.18","111.58","44.04","133.36","32.74","28.81","804.11","1005.75","125.08"
"4","2015","14","Chhattisgarh","Bilaspur","1518.67","318.91","45.18","111.3","44.1","133.71","31.57","32.22","801.51","1008.59","125.84"
"4","2016","14","Chhattisgarh","Bilaspur","2147.07","948.06","50.99","102.96","50.49","133.84","32.24","36.71","791.54","972.84","122.9"
"5","2005","14","Chhattisgarh","Raigarh","1298.51","438.89","68.15","72.93","14.77","104.84","31.76","41.06","526.11","574.12","109.13"
"5","2006","14","Chhattisgarh","Raigarh","1298.51","438.92","66.63","74.86","14.55","104.57","32.39","40.63","525.97","574.18","109.17"
"5","2007","14","Chhattisgarh","Raigarh","1298.51","437.73","67.26","74.94","15.09","104.41","33.6","40.45","525.06","573.77","109.28"
"5","2008","14","Chhattisgarh","Raigarh","1298.51","437.47","67.19","76.99","12.7","104.57","34.33","41.52","523.75","571.47","109.11"
"5","2009","14","Chhattisgarh","Raigarh","1298.51","437.82","67.27","77.29","16.73","105.03","33.42","41.24","519.72","564.63","108.64"
"5","2010","14","Chhattisgarh","Raigarh","1298.51","437.86","67.26","79.27","15.48","105.17","43.34","33.9","516.26","561.76","108.81"
"5","2011","14","Chhattisgarh","Raigarh","1298.51","437.93","67.17","80.83","13.58","106.08","32.2","46.25","514.48","559.25","108.7"
"5","2012","14","Chhattisgarh","Raigarh","1298.51","437.98","67.22","81.2","13.24","106.0","35.18","43.6","514.08","558.0","108.54"
"5","2013","14","Chhattisgarh","Raigarh","977.16","115.22","67.17","81.13","14.39","106.31","35.87","45.81","511.27","556.01","108.75"
"5","2014","14","Chhattisgarh","Raigarh","977.16","114.0","67.53","82.34","13.64","107.59","36.08","58.94","497.02","543.49","109.35"
"5","2015","14","Chhattisgarh","Raigarh","977.16","114.2","67.41","82.58","13.82","107.39","46.71","45.93","499.14","544.29","109.05"
"5","2016","14","Chhattisgarh","Raigarh","1298.52","437.62","67.18","82.73","14.62","105.81","38.4","40.3","511.85","557.24","108.87"
"6","2005","14","Chhattisgarh","Surguja","2201.21","1171.12","20.79","101.21","0.0","217.3","42.55","61.97","586.28","673.92","114.95"
"6","2006","14","Chhattisgarh","Surguja","2201.21","1171.85","20.78","101.49","0.0","216.29","42.46","59.26","589.06","676.68","114.87"
"6","2007","14","Chhattisgarh","Surguja","2201.21","1172.08","20.71","101.72","0.0","215.49","44.4","63.93","582.89","669.88","114.92"
"6","2008","14","Chhattisgarh","Surguja","2201.21","1171.45","20.76","102.56","0.0","216.6","43.02","65.2","581.63","666.4","114.57"
"6","2009","14","Chhattisgarh","Surguja","2201.21","1171.17","20.75","105.83","0.0","217.19","44.75","67.31","574.21","655.68","114.19"
"6","2010","14","Chhattisgarh","Surguja","2201.21","1171.8","20.78","106.51","0.0","215.97","72.26","46.47","567.44","647.31","114.08"
"6","2011","14","Chhattisgarh","Surguja","2201.21","1171.39","20.76","105.62","0.0","216.31","43.69","69.02","574.45","656.92","114.36"
"6","2012","14","Chhattisgarh","Surguja","2201.21","1170.93","20.73","107.9","0.0","217.05","52.64","60.99","570.96","654.16","114.57"
"6","2013","14","Chhattisgarh","Surguja","1279.33","247.93","20.75","110.59","0.0","217.67","42.34","66.36","573.61","658.63","114.82"
"6","2014","14","Chhattisgarh","Surguja","1280.85","248.68","20.9","108.43","0.0","220.25","42.74","62.43","577.36","662.45","114.74"
"6","2015","14","Chhattisgarh","Surguja","1280.85","249.36","20.79","105.56","0.0","220.35","43.19","79.41","560.81","643.07","114.67"
"6","2016","14","Chhattisgarh","Surguja","2201.21","1169.94","20.8","106.22","0.0","215.75","44.82","79.09","564.49","649.79","115.11"
"7","2005","6","Madhya Pradesh","Jabalpur","1012.85","177.68","92.69","49.46","61.46","78.36","43.26","38.66","471.01","624.21","132.53"
"7","2006","6","Madhya Pradesh","Jabalpur","1012.85","54.29","92.7","49.55","62.03","78.29","42.23","43.64","466.48","617.73","132.42"
"7","2007","6","Madhya Pradesh","Jabalpur","1012.85","54.3","92.69","52.97","67.88","78.02","54.6","47.54","441.22","579.32","131.3"
"7","2008","6","Madhya Pradesh","Jabalpur","1012.85","51.4","74.11","74.01","60.14","80.1","42.69","37.23","469.61","640.85","136.46"
"7","2009","6","Madhya Pradesh","Jabalpur","1012.85","51.4","74.12","74.59","63.54","79.66","44.73","45.32","455.85","591.03","129.65"
"7","2010","6","Madhya Pradesh","Jabalpur","1012.85","54.3","71.22","75.46","55.0","79.63","41.11","41.84","470.83","642.44","136.45"
"7","2011","6","Madhya Pradesh","Jabalpur","1012.85","51.4","73.82","76.77","55.52","79.71","36.65","41.14","474.34","669.33","141.11"
"7","2012","6","Madhya Pradesh","Jabalpur","1012.85","174.77","72.3","76.96","52.47","81.43","35.78","31.48","487.56","687.76","141.06"
"7","2013","6","Madhya Pradesh","Jabalpur","1012.85","173.8","74.06","79.65","55.99","79.49","31.64","22.59","495.49","732.47","147.83"
"7","2014","6","Madhya Pradesh","Jabalpur","1012.85","174.77","74.06","78.72","53.46","79.8","36.23","27.42","488.26","734.69","150.47"
"7","2015","6","Madhya Pradesh","Jabalpur","1012.85","174.77","74.06","80.07","54.1","79.79","36.75","32.82","480.33","724.69","150.87"
"7","2016","6","Madhya Pradesh","Jabalpur","1012.85","174.77","74.07","78.59","52.44","79.84","36.55","28.16","488.26","761.43","155.95"
"7","2017","6","Madhya Pradesh","Jabalpur","1012.85","177.67","95.82","51.93","57.73","79.77","34.97","25.83","488.98","802.82","164.18"
"8","2005","6","Madhya Pradesh","Balaghat","924.5","504.99","9.49","47.41","28.14","30.91","15.72","13.28","273.9","343.99","125.59"
"8","2006","6","Madhya Pradesh","Balaghat","924.5","18.93","9.49","47.44","28.5","30.88","15.91","13.36","273.24","341.36","124.93"
"8","2007","6","Madhya Pradesh","Balaghat","924.5","18.94","9.49","47.54","28.41","30.89","15.67","13.99","272.82","342.37","125.49"
"8","2008","6","Madhya Pradesh","Balaghat","924.5","18.95","9.5","47.57","28.28","30.96","15.93","13.76","272.81","341.59","125.21"
"8","2009","6","Madhya Pradesh","Balaghat","924.5","18.95","9.5","47.59","28.51","30.93","16.86","14.35","271.06","338.95","125.05"
"8","2010","6","Madhya Pradesh","Balaghat","924.5","18.98","9.51","47.75","28.64","30.97","18.08","13.97","269.8","335.51","124.36"
"8","2011","6","Madhya Pradesh","Balaghat","924.5","18.98","9.51","48.29","29.41","30.95","14.58","10.65","275.34","343.82","124.87"
"8","2012","6","Madhya Pradesh","Balaghat","924.5","505.04","9.5","48.3","25.5","30.97","12.14","9.76","282.56","351.51","124.4"
"8","2013","6","Madhya Pradesh","Balaghat","924.5","505.08","9.45","48.04","21.6","30.98","17.66","11.94","279.02","346.75","124.27"
"8","2014","6","Madhya Pradesh","Balaghat","924.5","505.08","9.45","48.06","20.63","30.98","18.59","14.25","276.73","346.26","125.13"
"8","2015","6","Madhya Pradesh","Balaghat","924.5","505.08","9.47","48.08","22.21","31.01","24.98","21.3","261.64","342.65","130.96"
"8","2016","6","Madhya Pradesh","Balaghat","924.5","505.08","9.47","48.08","19.23","31.01","19.04","13.15","278.7","344.65","123.67"
"8","2017","6","Madhya Pradesh","Balaghat","924.5","505.08","9.48","48.18","21.09","31.01","16.67","15.03","277.22","334.84","120.79"
"9","2005","6","Madhya Pradesh","Chhindwara","1184.92","479.48","26.73","53.49","19.29","51.8","30.98","45.94","477.18","592.99","124.27"
"9","2006","6","Madhya Pradesh","Chhindwara","1184.92","479.48","26.72","53.57","17.61","52.01","30.4","40.72","484.37","619.93","127.99"
"9","2007","6","Madhya Pradesh","Chhindwara","1184.92","479.48","20.3","54.14","22.88","52.09","31.53","37.3","487.02","625.98","128.53"
"9","2008","6","Madhya Pradesh","Chhindwara","1184.92","479.48","20.46","54.11","27.28","53.78","30.68","44.18","476.52","580.93","121.91"
"9","2009","6","Madhya Pradesh","Chhindwara","1184.92","476.26","21.47","56.17","25.14","53.81","30.57","36.88","483.69","626.56","129.54"
"9","2010","6","Madhya Pradesh","Chhindwara","1184.92","476.26","21.46","56.17","25.17","53.87","29.15","32.41","489.57","655.69","133.93"
"9","2011","6","Madhya Pradesh","Chhindwara","1184.92","476.26","19.99","50.29","38.99","53.56","27.55","18.61","499.64","675.92","135.28"
"9","2012","6","Madhya Pradesh","Chhindwara","1184.92","476.26","43.57","49.87","35.18","31.83","22.11","14.15","511.91","706.25","137.96"
"9","2013","6","Madhya Pradesh","Chhindwara","1184.92","477.29","20.76","51.33","29.95","53.91","21.66","18.5","511.5","720.37","140.83"
"9","2014","6","Madhya Pradesh","Chhindwara","1184.92","477.38","21.07","52.48","29.0","53.73","20.7","20.41","510.11","725.17","142.16"
"9","2015","6","Madhya Pradesh","Chhindwara","1184.92","477.35","20.53","49.81","30.92","53.88","21.75","21.45","509.14","726.9","142.77"
"9","2016","6","Madhya Pradesh","Chhindwara","1184.92","477.39","20.55","50.47","31.47","53.87","22.96","19.65","508.47","714.83","140.59"
"9","2017","6","Madhya Pradesh","Chhindwara","1184.92","477.39","20.82","57.23","28.49","53.7","23.84","18.87","504.5","733.79","145.45"
"10","2005","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","24.66","14.98","23.88","5.41","3.78","303.53","390.78","128.75"
"10","2006","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","24.68","14.62","23.71","5.32","3.92","303.7","388.42","127.9"
"10","2007","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","24.82","14.94","23.69","4.7","3.45","304.35","399.72","131.34"
"10","2008","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","25.1","14.43","23.7","4.72","3.28","304.74","407.78","133.81"
"10","2009","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","25.41","13.82","23.7","4.65","3.2","305.75","413.33","135.19"
"10","2010","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.03","25.48","11.82","23.7","4.38","2.95","307.62","419.51","136.37"
"10","2011","6","Madhya Pradesh","Narsinghpur","513.65","136.22","1.04","25.55","10.79","23.66","4.24","2.92","308.79","424.51","137.48"
"10","2012","6","Madhya Pradesh","Narsinghpur","513.65","136.5","1.04","25.55","9.58","23.77","3.83","2.83","310.38","442.86","142.68"
"10","2013","6","Madhya Pradesh","Narsinghpur","513.65","136.18","1.02","25.56","10.58","24.14","3.79","2.9","309.31","471.78","152.53"
"10","2014","6","Madhya Pradesh","Narsinghpur","513.65","136.18","1.02","25.98","9.75","23.82","4.12","2.32","310.29","467.49","150.66"
"10","2015","6","Madhya Pradesh","Narsinghpur","513.65","136.18","1.02","26.12","9.41","23.82","4.34","2.77","309.83","496.83","160.36"
"10","2016","6","Madhya Pradesh","Narsinghpur","513.65","136.18","1.02","26.13","8.97","23.82","4.27","2.65","310.45","484.04","155.92"
"10","2017","6","Madhya Pradesh","Narsinghpur","513.65","136.18","1.02","26.19","10.76","23.82","3.76","2.62","309.12","480.99","155.6"
"11","2005","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","11.94","48.2","39.53","20.06","28.83","30.62","367.98","499.6","135.77"
"11","2006","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","12.01","48.18","40.2","20.06","27.47","27.56","371.74","493.73","132.82"
"11","2007","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","12.07","48.25","40.65","20.08","26.87","26.88","372.22","505.64","135.84"
"11","2008","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","11.99","48.44","41.02","20.27","27.79","28.78","368.73","496.54","134.66"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","12.0","48.58","40.92","20.19","27.24","25.71","372.32","502.84","135.06"
"11","2010","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","11.99","48.94","36.67","20.24","24.14","20.47","384.49","535.89","139.38"
"11","2011","6","Madhya Pradesh","Seoni / Shivani","875.4","328.21","12.02","49.3","31.32","20.33","19.81","16.28","397.84","538.44","135.34"
"11","2012","6","Madhya Pradesh","Seoni / Shivani","875.4","328.53","11.82","49.55","29.7","20.35","18.5","16.31","400.63","561.34","140.11"
"11","2013","6","Madhya Pradesh","Seoni / Shivani","875.4","328.49","11.82","49.54","30.05","20.33","19.54","18.73","396.88","578.04","145.65"
"11","2014","6","Madhya Pradesh","Seoni / Shivani","875.4","328.52","11.83","49.77","31.08","20.33","17.95","17.13","398.77","577.89","144.92"
"11","2015","6","Madhya Pradesh","Seoni / Shivani","875.4","328.53","11.83","49.79","33.19","20.5","19.95","21.1","390.48","563.18","144.23"
"11","2016","6","Madhya Pradesh","Seoni / Shivani","875.4","328.54","11.83","49.74","32.71","20.47","19.7","18.48","393.9","571.08","144.98"
"11","2017","6","Madhya Pradesh","Seoni / Shivani","875.4","328.55","11.83","49.84","34.82","20.5","19.14","23.9","386.81","594.53","153.7"
"12","2005","6","Madhya Pradesh","Mandla","1324.5","618.43","21.86","69.25","34.11","32.09","62.37","62.35","423.93","560.9","132.31"
"12","2006","6","Madhya Pradesh","Mandla","1324.5","600.71","21.51","69.35","35.82","32.42","62.98","65.81","417.97","553.77","132.49"
"12","2007","6","Madhya Pradesh","Mandla","1324.5","600.77","21.63","69.65","35.52","32.8","61.64","64.16","420.36","562.57","133.83"
"12","2008","6","Madhya Pradesh","Mandla","1324.5","600.68","21.9","72.83","35.4","29.78","63.26","62.6","420.14","562.18","133.81"
"12","2009","6","Madhya Pradesh","Mandla","1324.5","600.72","21.83","69.95","47.51","33.2","64.74","67.02","401.59","543.59","135.36"
"12","2010","6","Madhya Pradesh","Mandla","1324.5","600.74","21.65","70.74","34.84","32.98","53.8","56.77","435.04","606.12","139.33"
"12","2011","6","Madhya Pradesh","Mandla","1324.5","600.76","21.84","73.57","36.29","30.29","53.32","57.2","433.29","615.02","141.94"
"12","2012","6","Madhya Pradesh","Mandla","1324.5","618.61","21.82","70.65","36.71","33.11","56.29","56.82","430.43","610.11","141.74"
"12","2013","6","Madhya Pradesh","Mandla","1324.5","618.54","21.84","71.96","37.8","33.25","54.47","56.27","430.29","614.56","142.82"
"12","2014","6","Madhya Pradesh","Mandla","1324.5","618.66","21.81","71.27","41.21","33.12","55.35","57.65","425.36","617.03","145.06"
"12","2015","6","Madhya Pradesh","Mandla","1324.5","618.56","21.84","71.79","42.37","33.35","55.01","59.31","422.19","601.93","142.57"
"12","2016","6","Madhya Pradesh","Mandla","1324.49","615.69","21.84","75.54","40.64","33.35","55.91","60.63","420.8","606.03","144.02"
"12","2017","6","Madhya Pradesh","Mandla","1324.49","618.62","21.84","73.07","42.65","33.67","60.07","68.46","406.04","594.81","146.49"
"13","2005","6","Madhya Pradesh","Sagar","1022.76","297.8","19.4","52.62","8.81","82.15","13.34","8.68","539.0","710.69","131.85"
"13","2006","6","Madhya Pradesh","Sagar","1022.76","297.8","14.64","52.95","10.21","85.4","13.27","9.54","537.42","736.31","137.01"
"13","2007","6","Madhya Pradesh","Sagar","1022.76","297.8","16.84","51.07","10.87","80.69","12.42","11.1","539.66","810.12","150.12"
"13","2008","6","Madhya Pradesh","Sagar","1022.76","297.8","15.4","54.66","10.21","79.58","11.94","10.06","540.7","801.81","148.29"
"13","2009","6","Madhya Pradesh","Sagar","1022.76","297.8","16.39","54.23","9.77","79.12","11.73","7.51","544.36","819.67","150.57"
"13","2010","6","Madhya Pradesh","Sagar","1022.76","297.8","11.78","56.28","10.3","81.61","10.43","6.81","546.92","829.65","151.69"
"13","2011","6","Madhya Pradesh","Sagar","1022.76","297.8","12.08","57.64","11.07","78.65","10.65","7.51","547.54","876.58","160.09"
"13","2012","6","Madhya Pradesh","Sagar","1022.76","298.02","12.61","58.19","10.43","76.92","10.45","7.13","548.28","860.75","156.99"
"13","2013","6","Madhya Pradesh","Sagar","1022.76","297.93","12.62","58.33","10.57","76.64","9.95","7.23","548.74","887.29","161.7"
"13","2014","6","Madhya Pradesh","Sagar","1022.76","297.93","12.63","58.31","10.58","76.71","10.35","7.38","548.17","884.57","161.37"
"13","2015","6","Madhya Pradesh","Sagar","1022.76","298.0","12.63","58.31","10.52","75.59","10.58","9.05","547.39","924.84","168.95"
"13","2016","6","Madhya Pradesh","Sagar","1022.76","297.93","12.61","58.69","11.52","76.36","10.71","9.12","545.2","923.55","169.4"
"13","2017","6","Madhya Pradesh","Sagar","1022.76","297.93","12.61","58.69","9.1","73.7","10.07","7.64","552.42","960.09","173.8"
"14","2005","6","Madhya Pradesh","Damoh","728.58","267.08","59.24","32.16","13.49","33.72","6.68","5.07","311.04","398.65","128.17"
"14","2006","6","Madhya Pradesh","Damoh","728.58","267.08","59.24","32.08","13.6","33.93","6.53","4.65","311.37","405.63","130.27"
"14","2007","6","Madhya Pradesh","Damoh","728.58","267.08","59.29","32.24","13.09","34.42","5.64","4.93","311.81","467.23","149.84"
"14","2008","6","Madhya Pradesh","Damoh","728.58","267.08","59.33","32.28","12.47","34.31","5.55","4.02","313.46","454.78","145.08"
"14","2009","6","Madhya Pradesh","Damoh","728.58","267.08","59.32","32.29","11.79","34.12","5.1","3.29","315.49","455.92","144.51"
"14","2010","6","Madhya Pradesh","Damoh","728.58","267.08","57.06","31.74","10.96","36.35","4.5","3.93","316.27","449.92","142.26"
"14","2011","6","Madhya Pradesh","Damoh","728.58","267.08","57.24","31.74","11.0","36.34","4.71","3.68","316.08","450.13","142.41"
"14","2012","6","Madhya Pradesh","Damoh","728.58","267.54","57.49","31.83","11.06","36.34","4.49","3.53","316.06","466.81","147.7"
"14","2013","6","Madhya Pradesh","Damoh","728.58","267.54","57.49","32.09","9.98","36.34","4.21","2.71","317.97","519.14","163.27"
"14","2014","6","Madhya Pradesh","Damoh","728.58","267.12","59.12","32.52","9.72","35.03","3.95","3.74","317.36","520.29","163.94"
"14","2015","6","Madhya Pradesh","Damoh","728.58","267.12","59.12","32.52","9.28","35.03","3.59","3.02","318.88","540.37","169.46"
"14","2016","6","Madhya Pradesh","Damoh","728.58","267.12","59.12","32.38","9.42","35.03","3.59","2.8","319.1","585.08","183.35"
"14","2017","6","Madhya Pradesh","Damoh","728.58","267.12","59.12","32.38","9.43","35.03","3.48","2.62","319.37","560.64","175.55"
"15","2005","6","Madhya Pradesh","Tikamgarh","504.0","68.94","71.8","23.64","20.97","23.09","19.72","34.74","240.95","370.64","153.82"
"15","2006","6","Madhya Pradesh","Tikamgarh","504.0","68.94","72.03","23.63","22.84","24.51","22.82","60.62","208.83","300.97","144.12"
"15","2007","6","Madhya Pradesh","Tikamgarh","504.0","68.94","56.15","39.91","22.69","23.3","21.62","39.98","231.34","272.4","117.75"
"15","2008","6","Madhya Pradesh","Tikamgarh","504.0","68.94","55.56","39.68","21.44","22.82","19.34","19.15","256.9","421.68","164.14"
"15","2009","6","Madhya Pradesh","Tikamgarh","504.0","68.94","55.59","39.98","22.25","26.09","20.67","13.35","256.72","424.84","165.49"
"15","2010","6","Madhya Pradesh","Tikamgarh","504.0","68.94","55.96","36.86","21.95","22.52","19.73","28.46","249.13","379.2","152.21"
"15","2011","6","Madhya Pradesh","Tikamgarh","504.0","68.94","54.18","37.99","21.91","22.81","16.97","11.08","269.82","434.61","161.07"
"15","2012","6","Madhya Pradesh","Tikamgarh","504.0","69.19","54.32","38.47","22.19","18.63","18.63","7.4","275.01","455.19","165.52"
"15","2013","6","Madhya Pradesh","Tikamgarh","504.0","69.21","54.75","37.59","22.45","18.92","20.16","2.38","278.38","467.41","167.9"
"15","2014","6","Madhya Pradesh","Tikamgarh","504.0","69.17","54.67","37.59","22.55","19.17","17.93","6.29","276.48","462.95","167.44"
"15","2015","6","Madhya Pradesh","Tikamgarh","504.0","69.38","54.93","38.48","22.96","17.4","17.46","28.41","254.84","360.81","141.58"
"15","2016","6","Madhya Pradesh","Tikamgarh","504.0","69.38","43.2","49.15","22.96","18.39","9.82","14.53","276.52","481.03","173.96"
"15","2017","6","Madhya Pradesh","Tikamgarh","504.0","69.38","51.91","40.65","16.89","28.16","9.71","29.36","257.9","379.46","147.13"
"16","2005","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.6","44.16","65.17","64.23","38.31","31.5","403.86","511.32","126.61"
"16","2006","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.61","44.23","70.33","63.26","44.35","105.01","319.92","404.71","126.5"
"16","2007","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.36","44.09","67.91","63.57","51.39","92.54","327.92","379.96","115.87"
"16","2008","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.48","45.2","63.41","62.32","44.6","40.35","392.35","500.95","127.68"
"16","2009","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.51","45.44","59.18","64.9","37.75","33.6","407.39","546.93","134.25"
"16","2010","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.69","45.05","59.1","64.45","36.01","30.75","411.54","559.51","135.96"
"16","2011","6","Madhya Pradesh","Chhatarpur","863.04","213.9","1.72","44.99","56.5","64.52","30.06","22.28","428.61","592.91","138.33"
